F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,Target
373.56,-13491.7,8,8.78,-113.06,USA,4266.64,23.88,Very low,66.54,75.99,-173.62,4570.47,76.26,-6.45,322.55,2101.92,-1087.5,-3033.1,1755.86,16.98,-588.1,1.33,-33.22,0.04,208.04,-9.16,2569.59,107.11,4388.97,3,11.36,-11.32,-46.27,470.25
312.9,-12339.33,5,9.54,-329.61,UK,4329.66,9.36,Low,101.4,63.84,-268.46,4028.94,69.09,-9.35,2181.28,1626.64,-1286.76,-2369.96,1136.86,-12.75,137.72,7,-31.18,442.08,110.68,-25.88,2271.09,-591.39,-139.71,3,38.24,-14.06,-41.68,-8.93
227.97,-6933.82,4,10.52,-544.44,USA,4781.32,21.45,Very low,66.18,50.97,-179.72,4925.01,69.84,-3.7,-832.8,2748.28,-1781,-2820.36,826.36,7.14,252.88,5.11,-32.65,0.48,81.9,-2.54,-31722.48,-368.77,3282.63,5,55.89,-7.02,-45,-3.47
-45.78,-5786.12,2,2.28,-572.78,USA,4613.98,7.47,Very low,64.11,62.91,-123.84,5302.83,-213.51,-7.76,604.21,2866.26,-1115,-2587.18,1027.4,0.15,-124.98,1.4,-35.34,0.04,121.33,-26,-19553.16,-893.35,4423.8,8,34.8,0.62,-75.62,-8.93
458.76,-8278.83,4,1.52,-422.72,Rest,4935.1,19.2,Low,74.82,83.73,-247.38,4336.68,-66.45,-7.17,6020.99,1838.26,-1481.62,-2235.84,840.08,4.11,468.08,10.56,-35.76,2.6,114.59,-9.46,-1513.65,-775.68,5423.16,8,6.49,3.36,45.92,-8.93
518.25,-9254.88,5,9.06,198.96,Europe,3330.92,18.63,Low,96.09,65.79,-239.5,5416.77,-137.73,-12.51,962.75,2998.18,-1805.58,-1922.56,1578.22,-0.66,-1059.14,1.12,-29.15,96.08,246.8,-18.04,-10691.76,-495.17,5908.8,2,119.23,-7.5,-19.92,205.06
354.51,-8457.53,2,2.74,-113.91,USA,4654.98,6.63,High,67.59,75.03,-244.08,4995.9,-263.46,-6.29,5901.65,2069.5,-1166.78,-1769.06,296.84,2.97,-478.66,8.3,-30.66,3.2,119.54,-22.08,-1226.61,-590.87,2439.21,3,3.01,-6.18,-22.41,-8.93
479.16,-7910.98,6,1.62,-548.42,Rest,5642.86,3.33,Very high,71.94,58.14,-109.34,5958.06,-75.45,-7.14,4273.35,2166.3,-1054.24,-2731.24,301.22,0.84,54.74,4.65,-24.89,1.2,144.94,-24.06,-2567.04,-417.49,1875.66,2,92.96,-1.24,-37.94,437.55
99.51,-8388.32,5,2.42,-72.87,Rest,4006.18,16.14,High,67.02,62.79,-176.48,5041.47,-117.03,-8.77,3269.25,1610.12,-2060.16,-1242.58,1630.44,-3.21,-228.58,3.36,-28.56,0.06,165.3,-24.82,12663.3,-564.62,4357.47,4,30.24,-5.28,-88.83,484.64
214.68,-13181.74,5,7.08,-303.73,USA,4545.86,20.37,High,79.62,59.19,-73.84,4979.28,-168.57,-7.08,6690.14,2299.46,-1973.66,-2290.4,726.96,-8.19,-1368.52,0.84,-27.72,0,179.82,-22.64,-6095.61,-721.72,4276.8,6,44.93,-1.94,-45.06,300.55
387.84,-12922.48,4,13.48,516.19,USA,5304.88,27.63,Very high,75.6,68.13,-237.24,6349.8,131.49,-10.52,3130.03,1860.3,-1245.22,-1314.92,423.16,-5.43,-37.88,1.49,-28.38,7.28,90.24,-23.58,12847.62,-136.79,6922.5,4,93.66,-9.74,-53.32,476.08
349.38,-10214.29,6,2.6,253.87,UK,4518.7,13.2,Medium,64.35,61.77,-270.74,4268.46,-108.84,-9.02,1878.27,2863.84,-624.22,-2782.6,498.52,-6.54,-756.82,4.79,-29.3,1.9,104.29,-38.32,-2046.99,-464.36,6221.91,5,76.66,-2,-15.75,119.74
414.33,-4106.7,6,1.82,-451.98,Rest,4876.8,14.94,Low,69.84,56.16,-111.96,4222.38,63.33,-7.86,1031,1069.16,-815.14,-2634.28,216.92,18.36,7.76,4.35,-26.61,2.48,107.91,-30.38,1707.9,110.51,5115.03,1,41.48,-4.96,-38.21,496.16
228.78,-12501.55,4,4.52,-504.7,Europe,5139.14,9.42,Low,51.78,54.39,-177.98,5120.49,-113.52,-10.52,-2965.45,2682.2,-1256.82,-1983.96,1173.32,-8.37,-419.98,3.81,-28.91,1.66,130.97,-12.42,-5406.12,-69.41,3978.54,4,105.93,-16.22,-21.19,30.75
358.83,-10243.47,4,6.84,-208.26,UK,4029.5,23.1,Very high,47.1,65.07,-201.82,3531.81,-2.85,-9.09,9128.3,2461.36,-2137.8,-1990.88,1180.22,-0.96,-539.94,5.03,-32.66,0.2,129.28,-10.66,-2469.33,-517.32,4226.79,2,49.29,6.88,-84.15,469.53
89.94,-12885.42,5,1.4,-422.98,USA,4921.38,18.84,Very high,64.17,61.71,-179.32,2820.63,13.65,-9.04,-1046.46,1525.3,-1674.28,-2768.44,178.3,-4.2,-302.74,2.2,-32.34,1.1,120.07,-31,-19013.94,105.94,4098.57,4,22.26,-10.1,-65.8,430.87
501.69,-15010.13,7,5.04,-401.04,Europe,4365.8,19.11,High,29.52,53.94,-191.84,5073.33,-77.4,-7.99,1255.98,1123.9,-1362.9,-2011.54,1057.3,4.35,-82.54,7.7,-33.29,0,130.68,-31.04,-2751.9,-642.41,4293.18,3,62.58,-9.18,-70.82,144.31
448.08,-13272.74,4,17.18,-253.48,Rest,3581.7,2.43,Very high,49.38,56.61,-239.82,5059.11,84.99,-7.02,2669.39,2600.46,-1360.28,-2021.88,429.72,-18.21,-778.36,1.49,-27,4.36,113.29,-23.16,-13078.95,-184.9,1448.34,4,64.76,-17.88,-45.89,422.07
252.84,-17756.15,4,11.84,24.31,UK,4257.76,6.99,Very low,75.78,65.31,-147.06,3639.24,-128.73,-12.61,5314.79,1161.18,-1102.94,-1660.06,828.62,-2.97,-805.3,1.91,-32.82,29.18,95.58,-33.1,32248.95,144.4,2639.67,6,32.07,-8.42,-43.37,-8.93
459.54,-7742.11,3,7.82,-228.74,USA,4604.6,2.67,High,69.39,51.48,-197.42,5377.92,-20.46,-10.14,-3039.92,2040.84,-1940.8,-1511.28,1350.6,-3.21,-680.28,1.44,-29.66,0.24,100.54,-28.88,-4114.14,80.93,3697.62,2,6.01,-6.22,-65.53,216.22
362.64,-9101.79,3,2.74,-287.73,UK,4266.18,18.03,Very high,46.5,58.62,-299.66,5314.77,-119.16,-11.74,-2511.78,2752.22,-1322.58,-1838.84,591.68,3.45,-83.58,3.64,-23.15,0.16,191.89,-22.92,14923.86,-1451.14,5113.53,6,-4.1,8.1,-32.64,247.3
310.2,-8335.81,7,17.02,-473.69,USA,4527.44,8.58,High,73.05,65.01,-132.38,4215.63,-72.57,-7.48,4740.14,1969.8,-1080.8,-1712.84,159.6,-7.02,374.86,0.28,-28.13,81.46,66.35,-14.54,1725.96,-442.67,4045.14,6,27.35,-14.36,3.54,255.06
312.81,-4356.97,3,8.34,-118.17,UK,4160.8,19.53,Very low,51.42,67.26,-295.98,4431.84,-104.4,-7.67,813.48,1469.9,-1933.34,-1605.26,610.6,-5.16,-906.12,6.35,-33.87,21.88,84.37,-22.42,-16252.86,239.01,2834.61,6,52.12,1.8,-28.41,-8.93
309.51,-10754.36,3,5.02,-492.73,USA,3808.58,13.74,Medium,64.62,37.41,-258,4531.47,-63.48,-10.46,996.06,2733.38,-2615.9,-2391.2,1005.02,2.88,-497.18,5.11,-29.05,11.54,130.18,-21.42,-16397.28,-383.02,3998.16,3,63.23,6.24,-63.63,86.87
263.79,-11050.29,2,18.4,-129.21,USA,4272.08,12.78,High,67.92,65.58,-215.68,5009.58,-22.65,-15.27,-1397.31,2550.08,-1378.26,-1056.92,438.78,2.49,-1103.14,2.1,-26.01,250.72,125.5,-27.52,-30617.55,458.39,5269.65,5,38.59,-14.1,-49.18,134.67
312.96,-9275.53,4,8.04,-669.71,Rest,4541.78,10.56,Low,63.99,72.51,-217.76,1589.37,-138.75,-8.07,119.65,2137.04,-1255.62,-1652.66,723.94,7.44,212.88,8.2,-26.79,2.68,98.25,-21.56,36752.76,-328.75,4579.5,7,7.25,-6.78,-51.74,-8.93
374.43,-15466.75,6,33.94,-460.97,UK,4184.34,18.72,Medium,78.24,42.63,-196.26,5566.08,-333.75,-6.65,7311.27,2541.46,-2312.7,-1990.98,905.96,-3.12,614.1,3.29,-34.1,23.94,133.52,-30.12,3816.27,185.47,4043.34,3,12.08,-8.2,-90.8,469.56
402.06,-13901.79,3,2.34,-416.19,USA,3428.66,-2.28,Very low,69.36,34.92,-88.88,4773.3,-43.71,-10.92,-2665.83,1192.12,-1778.62,-1007.38,1378.28,13.77,-488.48,2.15,-21.58,62.02,122.07,-36.96,-1252.53,-360.06,3899.4,3,49.49,-14.52,-24.76,-8.93
437.34,-9245.4,4,16.58,-549.3,UK,4353.82,4.44,Very low,56.04,56.46,-113.12,4062.15,-195.72,-11.99,-8202.26,2720.14,-2168.98,-2171.3,689.44,8.73,-254.2,2.95,-25.46,1.28,46.68,-10.68,-292.56,559.64,3146.07,5,65.73,12,-32.04,-8.93
363.6,-8508,1,26.74,-415.16,Europe,5949.46,17.1,Very low,73.35,66,-115.74,3746.52,-150.21,-9.01,7363.02,2050.66,-2054.16,-2802.26,473.26,13.59,-347.42,4.41,-28.69,0.02,99.12,-25.34,866.61,-924.21,4088.01,3,57.3,2.18,-51.95,-8.93
399.3,-10872.58,5,7.92,-43.51,UK,3255.9,-4.56,High,66.39,60.3,-201.12,1654.62,-103.14,-10.71,-442.04,2333.6,-1595,-1398.7,1425.96,0.87,-1460.82,8.87,-26.12,8.5,128.12,-33.2,-29440.05,-12.63,1468.35,6,26.76,-15.84,-21.58,-8.93
397.47,-12449.03,3,3.74,-389.45,Europe,4219.1,1.44,High,61.47,66.69,-228.04,6329.04,-167.73,-7.33,419.53,2080.14,-1946.66,-1663.28,1635.68,-5.25,124.28,3.4,-34.16,0.04,219.78,-23.74,-48874.41,-206.38,4711.44,3,41.76,-7.1,-40.59,35.85
441.12,-9294.34,4,4.26,-312.53,USA,2835.42,18,High,54.81,76.2,-128.94,5833.74,-78.84,-11.32,3912.8,1509.9,-1369.06,-1157.68,1097.98,11.07,760.94,1.19,-31.29,0.04,126.37,-26.4,4099.44,-841.24,3670.89,8,63.7,-3.4,-15.04,124.36
541.65,-13268.56,3,3.18,-284.76,UK,3744.78,21.63,Medium,68.07,70.74,-167.28,4722.54,-131.25,-11.83,4471.27,930.2,-1744.94,-861.56,1280.98,1.98,-174.18,4.75,-36.71,1.22,115.49,-23.2,-16691.01,-162.78,4320.18,2,20.98,-0.62,-56.53,348.83
225.48,-9166.79,9,8.88,-391.71,UK,5569.96,22.8,Very low,65.04,64.5,-324.58,4502.43,-101.97,-11.56,-317.32,1421.8,-1022.44,-816.78,979.04,-3.66,-217.14,10.21,-29.77,0,45.48,17.86,-8131.89,84.1,-663.45,5,17.52,5.86,-34.03,-8.93
395.82,-7242.41,0,9.12,-323.11,UK,4170.94,7.38,Low,60.96,68.91,-144.84,5483.88,-104.55,-11.38,6599.1,2264.32,-1052.9,-535.9,750.56,-9.33,-942.96,3.65,-31.1,0.12,126.35,-24.18,-5914.29,-620.68,2593.32,6,94.8,-2.16,-23.91,-8.93
217.38,-10745.44,2,6.1,298.74,USA,5808.6,16.38,High,67.71,113.52,-257.24,2916.09,4.11,-4.36,3796.12,2228.32,-1604.52,-3166.38,454.06,4.8,-403.7,4.6,-26.83,3.06,165.98,-22.42,-3695.73,-367.38,4238.31,3,67.39,-0.88,-66.22,124.39
239.22,-9602,4,19.08,-310.75,UK,5766.2,28.35,Medium,67.95,42.78,-122.76,4036.59,-6.12,-4.89,4325.05,1950.14,-1587,-2387.64,445.62,6.72,218.92,6.88,-26.47,79.62,79.33,-21.26,27668.16,-320.77,4606.83,3,69.58,6.26,-72.63,240.96
329.73,-6364.95,6,3.82,-561.11,USA,4004.24,11.49,Medium,65.55,62.46,-232.66,4477.32,-64.86,-15.3,440.15,1558.94,-2006.56,-1052.84,976.8,6.3,-1233.94,4.29,-33.41,1,86,-29.28,290.97,-612.4,6632.37,2,-10.55,0.08,-68.48,230.85
148.29,-11054.43,2,9.82,-471.02,Rest,4933.22,8.25,Very high,66.51,55.86,-220.2,4289.79,-140.76,-4,-38.84,2215.76,-2049.62,-1903.26,800.66,-5.22,-1.68,2.36,-31.59,8.9,114.25,-17.5,-35824.92,-366.66,1535.01,5,27.34,-11.02,-63.79,163.88
394.17,-7406.35,1,13.48,-108.16,Rest,3219.38,10.83,Low,37.59,54.03,-241.48,5080.8,145.62,-7.22,-3310.25,2653.42,-527.1,-2634.86,1404.96,7.71,-815.9,4.8,-35.34,1.1,141.65,-31.16,16900.2,-626.21,4651.86,3,43.81,-8.94,-113.53,-8.93
251.31,-7438.15,2,4.32,-444.11,UK,4849.96,11.94,Medium,8.85,87.75,-95.24,2746.65,4.05,-6.42,-765.39,1794.96,-2287.08,-1836.78,1441.48,27,-979.48,1.04,-29.78,0.8,90.87,-20.9,6808.29,-273.75,4295.67,3,101.3,-1.82,-88.05,259.7
447.45,-9908.42,7,5.86,-439.89,Rest,3770.3,-2.46,Low,71.22,88.23,-197.82,4789.5,16.74,-8.91,-744.29,1754.94,-1719.22,-1774.46,754.04,-8.46,-1196.92,0.47,-36.47,0.54,123.05,-15.08,-11752.11,-726.85,3123.57,5,56.82,-8.24,-63.09,185.28
306.06,-8015.69,3,4.12,-63.09,UK,5634.44,30.78,Medium,66.21,64.17,-126.2,4074.78,-157.14,-9.36,3425.8,1584.08,-2180.86,-2263.22,622.26,-25.44,-649.34,5.39,-30.86,0,120.14,-25.82,3680.1,335.57,4724.91,5,44.78,-4.7,-45.9,138.23
394.29,-6378.55,2,2.68,-262.78,UK,4164.92,12.15,High,64.26,69.27,-216.86,4182.6,-73.59,-10.01,1524.23,1528.84,-1364.82,-1717.2,-390.64,23.64,-474.66,2.16,-31.33,32.9,157.61,-27.84,-9549.27,-382.46,4444.29,5,22.17,-7.5,-20.95,26.29
316.59,-10251.37,2,6.02,-563.12,Rest,5723.2,8.34,Low,75.9,2.01,-268.1,7169.01,-58.89,-9.05,-900.14,1903.5,-1516.72,-2168,1571.2,-3.6,-1018.16,3.43,-28.9,0.1,111.9,-44.42,11094.12,-302.25,4135.71,5,-14.1,-4.54,-23.51,-8.93
143.67,-11325.78,7,7.24,49.41,Europe,5028.12,18.3,High,76.02,59.7,-237.62,4711.11,-217.62,-13.97,-586.44,1732.3,-2101.2,-1511.4,949.82,-3.45,-776.08,7.7,-31.95,0.34,91.32,-23.76,-1744.47,-200.61,3521.79,2,59.11,-3.82,-32.85,159.01
368.28,-13813.33,7,5.56,59.3,USA,4624.26,4.5,High,76.32,61.08,-186.7,-1355.94,-204.09,-5.52,332.15,727.6,-660.88,-1694.14,1655.14,0.09,-373.1,2.47,-29.34,42.96,111.07,-21.58,-5775.63,-605.01,4631.88,1,66.62,-5.66,-15,427.55
318.09,-10724.23,5,5.04,-103.94,UK,3920.14,21.54,Medium,79.71,56.64,-219.78,4280.25,-154.47,-8.21,1523.84,850.5,-1117.04,-1675.32,520.06,8.19,-838.56,2.55,-29.5,0.56,1.16,-18.64,7716.66,-347.72,4145.52,6,85.47,-3.94,-15.29,333.74
330.69,-14588.19,9,14.14,89.46,USA,4525.36,14.22,Very high,62.58,23.28,-161.06,4788.45,25.56,-8.66,12044.87,2148.28,-893.44,-2392.08,940.32,-8.04,355.74,6.85,-28.46,15.3,120.73,-23.82,-8715.21,-796.54,4642.26,4,63.92,-1.6,-14.63,265.04
462.45,-10981.01,4,5.96,-297.29,USA,4940,18.42,Medium,56.37,44.25,-170.3,3652.17,-167.94,-8.11,-432.37,929.7,-2541.02,-2508.92,1532.16,38.7,-2203.1,1.18,-35.91,0.96,118.3,-23.22,-831.39,-199.1,3923.43,3,24.92,1.88,-99.71,347.54
350.07,-7499.1,6,10.38,-515.89,UK,3919.32,6.87,Very low,84.24,75.84,-114.6,5251.95,-112.47,-8.15,1754.78,2054.62,-1700.94,-1338.22,1313.36,3.96,-395.56,1.59,-30.57,0.48,143.49,-22.28,3183.75,-573.18,4540.08,5,50.57,-9.72,-32.96,-8.93
341.79,-8948.46,6,14.62,-1007.24,USA,3685.58,13.14,Very low,43.62,63.6,-171.5,4723.77,-118.68,-8.15,-72.17,2042.12,-2379.4,-1698.08,739.82,-6.84,-580.4,5.42,-25.01,0.1,145.12,-21.1,-10003.95,-486.05,4621.92,7,39.73,-8.62,-81.9,-8.93
290.37,-7060.11,4,4.92,-321.45,Rest,5286.76,16.86,Very low,64.71,92.43,-213.62,5269.41,-87.27,-11.54,8937.23,2176.88,-1443.22,-2260.6,1078.48,-5.85,-747.28,3.57,-28.68,3.66,119.13,-10.4,10764.15,88.69,4179.27,6,1.25,-3.96,-22.59,-8.93
443.79,-12057.43,6,11.94,-590.25,UK,4712.58,19.62,High,74.49,75.99,-262.4,4838.64,82.86,-11.48,-1614.17,2230.18,-1331.32,-2027.14,865.02,-1.62,-1314.1,2.92,-30.57,0.14,78.67,-32.48,-2048.73,47.61,7270.59,4,66.19,3.96,-57.81,532.36
379.65,-13645.09,7,7.64,-373.85,Rest,4575.48,19.5,High,82.23,48.15,-50.38,3628.89,-125.82,-11.69,-2391.85,1305.74,-1476.88,-2419.58,1971.96,-1.26,266.82,2.37,-36.38,1.14,133.27,-25.72,-8029.5,-317.79,2683.44,4,96.56,-2.26,2.9,740.2
151.38,-10149.09,7,13.34,-267.3,Europe,5909.84,20.4,High,64.08,78.48,-155.68,4306.65,-73.5,-7.34,-1916.93,1674.98,-2248.02,-1428.26,848.64,10.59,-264.02,6.77,-26.01,0.26,52.87,-9.22,21543.84,-554.79,3377.73,7,40.31,0.98,-39.94,56.75
545.82,-6930.58,3,5.52,131.12,Europe,4448.26,8.82,Very high,98.79,51.99,-193.54,3662.61,-226.71,-8.69,3596.77,2283.82,-1737.32,-2084.3,1223.08,1.62,-58.92,5.57,-29.55,1.04,110.15,-18.16,30609.48,44.42,3703.29,2,20.23,0.12,21.17,45.01
162.09,-7992.45,3,1.38,-360.66,USA,4851.38,32.1,Low,73.77,61.5,-198.32,5061.72,-42.6,-8.62,-2236.07,2042.38,-903.2,-1100.44,-419.64,-4.29,-138.68,3.52,-29.44,160.48,161.66,-19.26,309.45,-636.77,4486.86,3,77.06,-0.48,-27.24,301.4
366.12,-8014.16,2,8.42,44.44,Rest,4568.38,33.9,Medium,65.4,47.88,-197.56,4855.14,-127.26,-8.38,121.45,2243.48,-2252.5,-1846.78,1657.2,17.64,-1616.64,2.06,-33.17,0.04,102.01,-21.32,-4251.51,-214.05,3659.04,4,51.95,-4.38,-85.49,654.72
271.35,-12522.39,7,0.86,224.7,USA,3469.9,19.29,Medium,53.97,57.12,-79.82,4568.82,-26.13,-4.28,3484.29,1292.26,-537.9,-2020.24,1285.42,-8.19,-199.82,5.05,-31.76,0.62,181.06,-30.58,-23795.97,-170.5,7743.09,10,32.36,-2.52,5.18,-5.15
261.24,-9402.92,4,4.04,-373.14,Europe,4315.98,27.42,Very high,66.72,58.71,-356.5,4858.44,-175.08,-5.42,4537.34,1762.78,-1400.3,-1401.96,869.12,24.27,-391.4,5.16,-25.02,0.08,92.72,-24.16,-17585.4,-352.04,5187.12,2,57.65,-8.68,-76.49,217.35
341.19,-8738.46,2,4.76,-102.88,Rest,4506.54,7.08,Medium,67.44,66.06,-204.76,2190.99,26.82,-3.54,5692.28,2266.38,-2459.02,-2163.86,689.74,-2.61,-754.56,3.52,-29.34,0.3,95.37,-6.34,2443.56,-1063.37,5560.5,4,12.79,-1.54,-39.81,-8.93
155.61,-13042.53,5,4.44,-623.57,Europe,4561.26,15.21,Medium,39.93,66.87,-174.32,3875.43,11.28,-9.09,2795.51,1369.04,-1754.58,-2659.64,1049,6.51,-717.3,2.64,-32.08,0.44,83.94,-13.56,9661.38,322.88,3511.41,4,58.39,0.36,-40.91,119.55
751.92,-9053.71,2,7.26,-89.02,USA,4639.5,23.16,Very low,81.18,72.3,-217.4,6098.73,-74.37,-10.39,-1435.33,1685.86,-1098.32,-2001.98,1177.74,8.22,758.2,5.28,-26.3,328.66,158.79,-19.14,206.61,-281.73,4444.98,3,66.33,-6.02,-17.31,42.8
305.49,-8265.6,5,9.14,-269.53,UK,6341.04,10.62,Very low,51.57,69.72,-189.36,4533.42,63.78,-9.86,2178.52,2870.34,-1676.84,-2534.98,1879.26,5.43,-1148.82,0.4,-29.24,2.64,127,-22.82,12235.92,-2.74,3992.55,3,21.36,-10.78,-99.69,288.61
400.17,-10208.28,6,5.68,-716.73,USA,5889.14,19.95,High,58.29,71.73,-109.84,5191.35,-60.39,-11.75,9040.03,1385.92,-1986.3,-2186.92,1228.1,0.87,-386.98,8.29,-38.27,3.5,55.47,6.64,12200.55,-102.95,4861.77,5,-18.26,6,-67.8,42.32
109.35,-10966.37,2,2.88,-73.35,USA,5155,-1.02,Very low,72.18,60.36,-278.84,4119.06,-263.94,-8.25,5615.3,1978.18,-105.16,-1750.4,1037.98,30.48,-418.62,6.22,-27.8,5074.18,92.13,-32.78,-12604.89,59.66,2961.33,3,51.74,0.34,-23.95,-8.93
49.5,-13401.82,2,4.26,-569.07,UK,4736.74,22.98,Medium,78.84,51.15,-183.48,2784.54,-46.38,-11.6,1282.67,2041.96,-1341.36,-1871.44,-190.24,-14.19,-489.9,1.48,-25.45,4.72,84.53,-32.32,940.68,-1024.64,4397.61,5,82.15,1.54,-28.97,345
375.6,-9025.56,4,1.06,-919.79,Rest,4514.24,21.48,High,66.51,63.36,-139.94,3582.63,-190.26,-8.68,2364.41,1938.8,-1680.28,-2102.62,1555.78,-23.1,720.58,3.68,-30.8,0.2,151.65,-1.28,-14551.62,-798.09,3204.39,1,30.96,-4.94,-40.29,711.37
464.7,-7692.4,5,6.02,-120.93,Europe,4893.52,23.16,Very high,55.65,108.15,-150.28,4869.42,-122.58,-4.53,4956.95,1340.06,-2178.22,-1812.02,661.2,-1.38,243.5,4.55,-28.24,0.32,187.39,-20.22,-16900.2,-555.83,1068.69,3,25.21,-1.8,-65.63,185.58
369.39,-11471.14,4,9.92,-694.66,Rest,4671.72,11.82,High,59.52,61.86,-83.66,5014.41,-123.78,-8.43,-325.77,2871.18,-1428.1,-3009.36,-580.74,-0.72,-1105,8.58,-27.73,21.46,115.08,-23.52,-4720.08,-464.17,4668.81,0,91.66,-9.82,-80.09,280.04
248.94,-7881.11,4,1.16,-190.64,UK,5317.96,17.13,High,64.2,60.42,-104.58,5503.41,-145.95,-9.7,5304.58,2153.9,-726.38,-1876.94,733.3,-10.92,-1745.44,1.63,-23.96,0.06,125.66,-29.7,16789.5,-29.6,5050.56,4,95.03,-3.24,-98,401.79
230.25,-11963.84,5,7.96,-218.1,USA,4048.78,10.35,High,70.35,72.33,-277.3,4980.06,-167.31,-5.29,9768.84,2335.92,-1751.82,-2165.04,1475.5,39.21,910.26,4.68,-31.14,15.34,131.95,-27.88,-10336.8,-412.18,8591.4,2,58.5,10.04,-87.33,188.11
356.73,-9600,5,5.4,-814.01,UK,3349.96,11.82,Very high,72.39,64.26,-172.34,4366.95,-90.51,-9.08,-155.32,1811.16,-1837.96,-1464.06,-260.04,3.63,-764.02,7.69,-32.72,1424.5,225.54,-14.76,1571.73,-132.62,3546.03,2,70.93,-7.18,-26.07,285.86
251.46,-14425.56,4,4.6,-470.86,Europe,4368.88,7.8,Very low,68.19,69.51,-261.16,4643.46,-67.44,-8.93,2977.19,1366.04,-2246.92,-1592.24,1793.12,15.51,-737.48,1.2,-29.9,103.42,85.08,-32.2,-1931.46,-131.63,3767.88,3,92.41,-1.8,-45.86,57.67
290.13,-15828.1,11,4.82,-398.64,Rest,2706.22,19.8,Very high,48.87,69.93,-195.1,4243.83,-167.91,-13.12,-1307.73,2533.52,-1899.4,-2835.24,735.58,6.33,-892.56,2,-31.69,1.98,149.72,-11.28,-16191.12,-175.86,7674.3,4,67.47,-28.86,-53.76,750.78
325.44,-8589.33,5,11.9,-348.08,Rest,4994.92,18.33,Very low,83.49,64.05,-132.94,2529.75,-96.36,-9.28,1860.21,1082.42,-745.54,-1259.22,364.38,3.06,-528.36,3.7,-25.82,53.94,174.92,-12.38,-3147.27,-356.02,4439.25,6,32.84,-7.18,-34.53,4.15
181.98,-5928.93,5,8.12,-505.1,Europe,5356.88,16.8,Very high,60.48,62.43,-260.34,4293.24,-21.72,-8.37,1851.83,2520.54,-2500.62,-1689.42,-158.6,-11.94,695.84,7.8,-29.54,62.58,120.55,-10.84,-6994.77,-346.45,5785.8,4,44.03,7.34,-107.43,40.96
495.42,-12378.64,4,11.58,-700.26,Europe,4767.5,5.07,Very low,63.3,32.4,-201.46,4417.23,-10.59,-3.83,-520.16,1444.72,-1590.16,-2264.48,851.2,-11.79,-1026.54,1.18,-29.11,2.36,166.46,-26.7,8067.72,-294.83,4764.87,5,34.46,-12.64,-44.6,6.72
271.32,-13846.86,1,15.56,-96.2,Rest,3682.86,28.2,Very high,69.45,52.77,-281.46,3350.31,-90.06,-17.1,115.82,2358.78,-2074.58,-1578.4,542.96,-2.4,-886.2,11.02,-23.77,1220.26,182.68,-20.58,-21135.09,-111.11,4500.39,6,20.24,-7.22,-50.96,-8.93
689.73,-12262.53,3,5.18,-558.25,Europe,4715.4,11.91,Very low,44.91,79.62,-74.86,4487.13,-142.38,-11.06,5273.62,1600.02,-1326.3,-1941.18,1199.54,27.18,-608.34,1.89,-29.47,0.4,126.1,-25.3,-487.62,-120.97,4117.8,9,92.67,-20.44,-3.4,-8.93
300.06,-13517.46,8,8.1,-107.72,Europe,4358.04,22.47,Medium,76.44,65.7,-192.28,2670.51,-140.16,-9.58,787.71,1023.2,-1585.78,-2245.74,519.86,-6.9,32.52,5.89,-30.14,186.76,107.16,-57.04,-3281.13,-940.63,4143.15,1,100.88,-3.04,-66.37,286.24
206.82,-10612.67,5,2.54,-64.75,USA,4088.38,16.32,High,57.06,65.31,-256.28,7437.48,-27.75,-12.86,8819.97,1678.78,-1680.34,-2766.36,-23.12,-2.22,110.74,8.01,-30.76,2931.42,213.28,-22.68,-1813.74,-242.39,3722.49,3,12.72,-8.72,-23.87,73.69
264.84,-12363.22,5,1.88,-37.95,Rest,4652.06,23.76,Very low,62.16,66.03,-194.46,4065.81,-93.33,-5.04,1990.4,1418.52,-978.94,-1979.24,207.26,-1.08,-990,6,-29.28,1.5,118.56,-34.66,14679.36,-451.78,5126.52,4,68.74,-15.28,-102.99,115.67
304.74,-9198.7,2,5.9,-432.41,Rest,3554.92,16.89,High,83.22,66.84,-294.08,4095.72,-61.8,-5.72,5342.22,2580.62,-2034.42,-2337.4,782.68,6.27,315.8,5.69,-28.2,0.02,196,-35.92,12835.38,71.37,4769.04,4,41.44,-6.22,-21.9,6.31
476.64,-6354.65,3,10.82,-513.43,Rest,4645.92,30.93,Low,70.23,63.09,-194.7,3944.4,-14.76,-8.32,3193.9,2221.62,-965.16,-2373.3,564.68,-7.95,-379.7,3.9,-30.84,0.28,51.11,-12.58,-2778.06,-280.67,4503.09,3,56.02,-17.88,-56.67,420.64
572.94,-9845.51,5,4.82,-295.99,USA,5069.48,3.09,High,77.64,61.59,-154.74,5443.35,-3.36,-7.82,-1204.99,2180.74,-1956.96,-3087.32,491.88,6.09,-983.86,5.36,-32.07,0,120.75,-23.68,27667.29,-742.25,3307.29,5,98.43,-17.72,-38.39,11.72
